ad_id,platform,target_audience,creative_theme,status,start_date,days_running,spend,revenue,roas,audit_status,contribution,explanation,source_pointer
AD-0355,Meta,F 35-44,Testimonial,Paused,2025-08-05,89,14789.42,183850.07,12.43,Not flagged,0.00,Excluded: roas_below_one.,/354
AD-0356,Google,M 25-34,Doctor Trust,Paused,2025-08-01,21,123842.42,3282904.27,26.51,Not flagged,0.00,Excluded: roas_below_one.,/355
AD-0357,YouTube,M 18-24,Celebrity Endorsement,Paused,2025-02-05,12,97862.89,563350.02,5.76,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/356
AD-0358,YouTube,F 25-34,Infographic,Paused,2025-06-25,11,20054.3,3471336.91,173.1,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/357
AD-0359,Meta,F 18-24,UGC Style,Active,2025-08-01,90,175750.53,2824533.62,16.07,Not flagged,0.00,Excluded: roas_below_one.,/358
AD-0360,YouTube,F 35-44,Doctor Trust,Completed,2025-05-03,64,156199.58,4417389.05,28.28,Not flagged,0.00,Excluded: roas_below_one.,/359
AD-0361,Meta,F 18-24,Before/After,Completed,2025-10-01,9,82335.57,1592809.73,19.35,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/360
AD-0362,Google,M 18-24,UGC Style,Paused,2025-11-04,65,13078.68,858229.18,65.62,Not flagged,0.00,Excluded: roas_below_one.,/361
AD-0363,Meta,M 25-34,Doctor Trust,Completed,2025-06-26,38,96474.24,14403621.88,149.3,Not flagged,0.00,Excluded: roas_below_one.,/362
AD-0364,Instagram,M 35-44,Celebrity Endorsement,Paused,2025-11-08,37,141809.3,39857043.81,281.06,Not flagged,0.00,Excluded: roas_below_one.,/363
AD-0365,Meta,F 25-34,Testimonial,Paused,2025-05-23,43,187478.89,25961077.85,138.47,Not flagged,0.00,Excluded: roas_below_one.,/364
AD-0366,YouTube,M 25-34,Before/After,Paused,2025-10-28,59,20590.23,880787.61,42.78,Not flagged,0.00,Excluded: roas_below_one.,/365
AD-0367,Meta,F 35-44,Before/After,Active,2025-03-27,75,40185.02,736198.66,18.32,Not flagged,0.00,Excluded: roas_below_one.,/366
AD-0368,YouTube,F 18-24,Testimonial,Active,2025-08-22,4,103928.64,2796476.18,26.91,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/367
AD-0369,Instagram,M 25-34,Doctor Trust,Paused,2025-09-07,1,34688.58,690659.18,19.91,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/368
AD-0370,Instagram,F 25-34,Celebrity Endorsement,Paused,2025-09-01,37,59463.35,9040554.06,152.04,Not flagged,0.00,Excluded: roas_below_one.,/369
AD-0371,Instagram,F 18-24,Before/After,Active,2025-06-02,55,171468.05,6593408.53,38.45,Not flagged,0.00,Excluded: roas_below_one.,/370
AD-0372,Meta,M 35-44,Testimonial,Completed,2025-07-23,84,171401.08,8941661.16,52.17,Not flagged,0.00,Excluded: roas_below_one.,/371
AD-0373,YouTube,F 35-44,Celebrity Endorsement,Paused,2025-10-09,42,113366.42,6703174.83,59.13,Not flagged,0.00,Excluded: roas_below_one.,/372
AD-0374,YouTube,M 25-34,Testimonial,Active,2025-04-25,14,121077.57,2890532.2,23.87,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/373
AD-0375,Meta,F 25-34,Product Demo,Active,2025-05-21,27,115307.88,14511285.18,125.85,Not flagged,0.00,Excluded: roas_below_one.,/374
AD-0376,Instagram,M 35-44,Celebrity Endorsement,Active,2025-02-20,76,154458.03,3499835.37,22.66,Not flagged,0.00,Excluded: roas_below_one.,/375
AD-0377,Meta,F 18-24,UGC Style,Completed,2025-02-12,78,50521.07,2827470.11,55.97,Not flagged,0.00,Excluded: roas_below_one.,/376
AD-0378,Google,M 35-44,Lifestyle,Paused,2025-03-13,52,71611.04,1620953.25,22.64,Not flagged,0.00,Excluded: roas_below_one.,/377
AD-0379,Meta,M 18-24,Celebrity Endorsement,Active,2025-09-23,46,154690.24,3004555.64,19.42,Not flagged,0.00,Excluded: roas_below_one.,/378
AD-0380,YouTube,F 35-44,Doctor Trust,Active,2025-05-25,83,28643.56,22414870.33,782.54,Not flagged,0.00,Excluded: roas_below_one.,/379
AD-0381,Instagram,M 25-34,Testimonial,Active,2025-05-10,37,176985.88,21374811.78,120.77,Not flagged,0.00,Excluded: roas_below_one.,/380
AD-0382,YouTube,M 25-34,UGC Style,Completed,2025-07-07,75,89060.63,18674041.77,209.68,Not flagged,0.00,Excluded: roas_below_one.,/381
AD-0383,Google,M 35-44,Before/After,Completed,2025-08-21,20,73747.53,1203909.19,16.32,Not flagged,0.00,Excluded: roas_below_one.,/382
AD-0384,Instagram,M 18-24,UGC Style,Paused,2025-03-07,38,199097.54,5941986.91,29.84,Not flagged,0.00,Excluded: roas_below_one.,/383
AD-0385,Google,M 18-24,Testimonial,Completed,2025-01-21,29,111245.24,3874303.59,34.83,Not flagged,0.00,Excluded: roas_below_one.,/384
AD-0386,Google,M 25-34,Product Demo,Active,2025-04-17,43,111434.12,17044526.29,152.96,Not flagged,0.00,Excluded: roas_below_one.,/385
AD-0387,Instagram,F 35-44,UGC Style,Paused,2025-09-03,31,78862.09,8412307.51,106.67,Not flagged,0.00,Excluded: roas_below_one.,/386
AD-0388,Instagram,M 35-44,Before/After,Active,2025-03-28,27,181908.97,13155822.85,72.32,Not flagged,0.00,Excluded: roas_below_one.,/387
AD-0389,Instagram,M 25-34,Testimonial,Completed,2025-03-12,69,15715.66,140120.98,8.92,Not flagged,0.00,Excluded: roas_below_one.,/388
AD-0390,Instagram,M 25-34,Celebrity Endorsement,Completed,2025-09-16,74,127459.35,24808692.46,194.64,Not flagged,0.00,Excluded: roas_below_one.,/389
AD-0391,YouTube,M 25-34,Testimonial,Paused,2025-07-09,47,193076.44,16686662.74,86.43,Not flagged,0.00,Excluded: roas_below_one.,/390
AD-0392,Google,M 25-34,Lifestyle,Completed,2025-07-17,82,73429.86,1237043.77,16.85,Not flagged,0.00,Excluded: roas_below_one.,/391
AD-0393,Google,M 35-44,Celebrity Endorsement,Paused,2025-05-03,42,17700.55,200188.71,11.31,Not flagged,0.00,Excluded: roas_below_one.,/392
AD-0394,Meta,F 25-34,Product Demo,Active,2025-01-28,24,76436.17,24439704.42,319.74,Not flagged,0.00,Excluded: roas_below_one.,/393
AD-0395,Instagram,M 35-44,Testimonial,Active,2025-11-28,83,56786.35,4000426.75,70.45,Not flagged,0.00,Excluded: roas_below_one.,/394
AD-0396,Instagram,F 35-44,Lifestyle,Paused,2025-11-07,75,56826.9,1140032.63,20.06,Not flagged,0.00,Excluded: roas_below_one.,/395
AD-0397,Google,F 18-24,Before/After,Paused,2025-09-02,17,188062.51,11092151.5,58.98,Not flagged,0.00,Excluded: roas_below_one.,/396
AD-0398,Instagram,F 18-24,Before/After,Paused,2025-01-18,47,115731.02,3611447.51,31.21,Not flagged,0.00,Excluded: roas_below_one.,/397
AD-0399,Instagram,M 25-34,UGC Style,Active,2025-03-08,46,194146.27,585315.09,3.01,Not flagged,0.00,Excluded: roas_below_one.,/398
AD-0400,Google,M 18-24,UGC Style,Paused,2025-11-03,5,88778.67,2387361.76,26.89,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/399
AD-0401,Meta,M 35-44,Infographic,Completed,2025-06-15,74,135621.74,10320587.97,76.1,Not flagged,0.00,Excluded: roas_below_one.,/400
AD-0402,Google,F 18-24,Doctor Trust,Paused,2025-01-26,44,73879.1,23348067.45,316.03,Not flagged,0.00,Excluded: roas_below_one.,/401
AD-0403,Meta,F 25-34,Before/After,Paused,2025-09-15,65,164460.39,2064819.54,12.56,Not flagged,0.00,Excluded: roas_below_one.,/402
AD-0404,Meta,F 18-24,UGC Style,Paused,2025-06-14,9,31501.38,6586925.6,209.1,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/403
AD-0405,Instagram,M 25-34,Product Demo,Completed,2025-09-12,58,61780.15,8969208.4,145.18,Not flagged,0.00,Excluded: roas_below_one.,/404
AD-0406,Instagram,M 18-24,Doctor Trust,Completed,2025-09-05,78,102704.24,19288476.76,187.81,Not flagged,0.00,Excluded: roas_below_one.,/405
AD-0407,Meta,F 35-44,Product Demo,Completed,2025-03-07,26,188501.15,14603985.54,77.47,Not flagged,0.00,Excluded: roas_below_one.,/406
AD-0408,Google,F 35-44,Before/After,Completed,2025-02-25,38,57841.2,18577347.74,321.18,Not flagged,0.00,Excluded: roas_below_one.,/407
AD-0409,Meta,M 25-34,Doctor Trust,Completed,2025-05-09,66,63414.46,4444157.65,70.08,Not flagged,0.00,Excluded: roas_below_one.,/408
AD-0410,YouTube,F 35-44,Testimonial,Paused,2025-05-13,49,162733.84,22549247.06,138.57,Not flagged,0.00,Excluded: roas_below_one.,/409
AD-0411,Meta,F 18-24,Testimonial,Completed,2025-11-04,71,116905.21,35825575.49,306.45,Not flagged,0.00,Excluded: roas_below_one.,/410
AD-0412,Meta,F 18-24,Celebrity Endorsement,Completed,2025-05-10,13,5517.32,546847.58,99.11,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/411
AD-0413,YouTube,F 35-44,Before/After,Active,2025-06-06,60,92320.26,4613920.58,49.98,Not flagged,0.00,Excluded: roas_below_one.,/412
AD-0414,Google,M 18-24,Before/After,Completed,2025-04-21,83,26007.87,9226048.64,354.74,Not flagged,0.00,Excluded: roas_below_one.,/413
AD-0415,Instagram,M 25-34,Infographic,Completed,2025-03-06,71,5586.66,16576.06,2.97,Not flagged,0.00,Excluded: roas_below_one.,/414
AD-0416,Google,F 18-24,UGC Style,Paused,2025-03-21,85,139164.61,21454297.86,154.16,Not flagged,0.00,Excluded: roas_below_one.,/415
AD-0417,Instagram,M 35-44,Doctor Trust,Active,2025-04-01,18,40565.9,2017074.91,49.72,Not flagged,0.00,Excluded: roas_below_one.,/416
AD-0418,YouTube,F 35-44,Celebrity Endorsement,Active,2025-07-03,52,197388.75,1817414.15,9.21,Not flagged,0.00,Excluded: roas_below_one.,/417
AD-0419,Instagram,F 35-44,Doctor Trust,Active,2025-11-03,59,60889.17,5957804.23,97.85,Not flagged,0.00,Excluded: roas_below_one.,/418
AD-0420,Meta,F 35-44,Lifestyle,Active,2025-06-27,8,16138.76,1111755.96,68.89,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/419
AD-0421,Meta,F 18-24,Before/After,Paused,2025-02-16,24,2064.37,131100.99,63.51,Not flagged,0.00,"Excluded: roas_below_one, spend_above_5000.",/420
AD-0422,Google,M 35-44,Testimonial,Paused,2025-08-24,84,162850.99,2214188.65,13.6,Not flagged,0.00,Excluded: roas_below_one.,/421
AD-0423,Google,F 35-44,Product Demo,Active,2025-09-03,40,932.88,460485.8,493.62,Not flagged,0.00,"Excluded: roas_below_one, spend_above_5000.",/422
AD-0424,Instagram,M 35-44,Infographic,Completed,2025-10-03,38,123139.63,7740588.01,62.86,Not flagged,0.00,Excluded: roas_below_one.,/423
AD-0425,Google,M 18-24,Before/After,Paused,2025-11-16,13,87586.92,3663063.32,41.82,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/424
AD-0426,Google,F 18-24,Infographic,Paused,2025-01-08,13,184760.21,3543872.14,19.18,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/425
AD-0427,Instagram,M 18-24,Doctor Trust,Active,2025-07-09,5,124424.73,241890.22,1.94,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/426
AD-0428,Instagram,M 35-44,Doctor Trust,Paused,2025-11-28,26,5346.77,138132.42,25.83,Not flagged,0.00,Excluded: roas_below_one.,/427
AD-0429,YouTube,M 18-24,Lifestyle,Paused,2025-11-26,58,87046.33,2615489.05,30.05,Not flagged,0.00,Excluded: roas_below_one.,/428
AD-0430,Meta,F 35-44,UGC Style,Active,2025-10-03,85,3245.04,5698.5,1.76,Not flagged,0.00,"Excluded: roas_below_one, spend_above_5000.",/429
AD-0431,YouTube,M 18-24,Celebrity Endorsement,Completed,2025-02-02,10,125313.55,12709013.65,101.42,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/430
AD-0432,Google,M 18-24,Doctor Trust,Completed,2025-02-15,88,90129.59,11114169.28,123.31,Not flagged,0.00,Excluded: roas_below_one.,/431
AD-0433,YouTube,M 35-44,Testimonial,Paused,2025-07-21,31,92368.38,36522837.52,395.4,Not flagged,0.00,Excluded: roas_below_one.,/432
AD-0434,Instagram,F 35-44,Lifestyle,Paused,2025-05-26,74,64506.62,2629144.88,40.76,Not flagged,0.00,Excluded: roas_below_one.,/433
AD-0435,Google,F 18-24,Celebrity Endorsement,Paused,2025-04-12,27,83383.95,2065568.67,24.77,Not flagged,0.00,Excluded: roas_below_one.,/434
AD-0436,Google,M 35-44,Testimonial,Completed,2025-03-21,89,68486.76,6932329.85,101.22,Not flagged,0.00,Excluded: roas_below_one.,/435
AD-0437,Instagram,F 35-44,Infographic,Paused,2025-02-16,15,192841.74,6599680.51,34.22,Not flagged,0.00,Excluded: roas_below_one.,/436
AD-0438,YouTube,F 35-44,Before/After,Active,2025-08-02,67,38683.51,6871320.99,177.63,Not flagged,0.00,Excluded: roas_below_one.,/437
AD-0439,Google,M 18-24,Product Demo,Active,2025-01-27,22,91721.51,2843835.61,31.01,Not flagged,0.00,Excluded: roas_below_one.,/438
AD-0440,Meta,M 35-44,UGC Style,Paused,2025-01-01,75,62815.02,4263131.53,67.87,Not flagged,0.00,Excluded: roas_below_one.,/439
AD-0441,YouTube,F 25-34,Celebrity Endorsement,Active,2025-07-18,36,59091.02,264637.81,4.48,Not flagged,0.00,Excluded: roas_below_one.,/440
AD-0442,Meta,M 35-44,Before/After,Active,2025-11-15,74,30099.62,1200171.61,39.87,Not flagged,0.00,Excluded: roas_below_one.,/441
AD-0443,Instagram,F 35-44,Doctor Trust,Paused,2025-08-14,27,90755.9,47807756.87,526.77,Not flagged,0.00,Excluded: roas_below_one.,/442
AD-0444,Instagram,M 18-24,UGC Style,Active,2025-02-17,60,111535.27,4489310.51,40.25,Not flagged,0.00,Excluded: roas_below_one.,/443
AD-0445,Instagram,M 35-44,Lifestyle,Active,2025-05-07,35,118607.3,293567.76,2.48,Not flagged,0.00,Excluded: roas_below_one.,/444
AD-0446,YouTube,M 35-44,Before/After,Completed,2025-09-03,24,46512.05,1270826.82,27.32,Not flagged,0.00,Excluded: roas_below_one.,/445
AD-0447,Meta,F 35-44,Product Demo,Paused,2025-01-11,43,25762.1,513936.97,19.95,Not flagged,0.00,Excluded: roas_below_one.,/446
AD-0448,Instagram,M 35-44,Testimonial,Completed,2025-05-22,46,191646.34,9399632.7,49.05,Not flagged,0.00,Excluded: roas_below_one.,/447
AD-0449,YouTube,F 35-44,Celebrity Endorsement,Active,2025-01-18,81,194077.52,2290410.03,11.8,Not flagged,0.00,Excluded: roas_below_one.,/448
AD-0450,Google,M 25-34,UGC Style,Completed,2025-03-04,22,38929.28,13920616.19,357.59,Not flagged,0.00,Excluded: roas_below_one.,/449
AD-0451,Meta,F 25-34,Doctor Trust,Paused,2025-01-06,57,125133.07,32439909.9,259.24,Not flagged,0.00,Excluded: roas_below_one.,/450
AD-0452,Google,M 25-34,Product Demo,Active,2025-05-06,31,43656.07,998679.14,22.88,Not flagged,0.00,Excluded: roas_below_one.,/451
AD-0453,YouTube,M 18-24,UGC Style,Active,2025-05-05,83,85816.46,2895853.08,33.74,Not flagged,0.00,Excluded: roas_below_one.,/452
AD-0454,Instagram,M 25-34,Celebrity Endorsement,Paused,2025-03-01,17,121126.07,10490090.65,86.6,Not flagged,0.00,Excluded: roas_below_one.,/453
AD-0455,Instagram,M 18-24,Celebrity Endorsement,Active,2025-02-08,16,32199.86,2068351.27,64.23,Not flagged,0.00,Excluded: roas_below_one.,/454
AD-0456,YouTube,M 18-24,Doctor Trust,Completed,2025-02-01,34,53902.24,6652271.78,123.41,Not flagged,0.00,Excluded: roas_below_one.,/455
AD-0457,Meta,M 35-44,Testimonial,Active,2025-09-22,65,163874.92,48561590.23,296.33,Not flagged,0.00,Excluded: roas_below_one.,/456
AD-0458,YouTube,F 25-34,Testimonial,Completed,2025-10-16,20,173009.03,876926.29,5.07,Not flagged,0.00,Excluded: roas_below_one.,/457
AD-0459,Google,F 35-44,Before/After,Active,2025-10-08,14,7208.97,130452.81,18.1,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/458
AD-0460,YouTube,F 35-44,Infographic,Active,2025-04-25,71,115952.9,3852598.23,33.23,Not flagged,0.00,Excluded: roas_below_one.,/459
AD-0461,Instagram,M 18-24,Celebrity Endorsement,Completed,2025-10-16,48,4165.9,236056.38,56.66,Not flagged,0.00,"Excluded: roas_below_one, spend_above_5000.",/460
AD-0462,YouTube,F 35-44,Infographic,Completed,2025-05-11,80,145165.05,729520.49,5.03,Not flagged,0.00,Excluded: roas_below_one.,/461
AD-0463,YouTube,M 18-24,Product Demo,Active,2025-08-20,27,56953.75,14103569.62,247.63,Not flagged,0.00,Excluded: roas_below_one.,/462
AD-0464,Google,F 18-24,Infographic,Completed,2025-04-01,77,61819.3,52872592.85,855.28,Not flagged,0.00,Excluded: roas_below_one.,/463
AD-0465,Instagram,F 25-34,Infographic,Paused,2025-01-02,76,190157.78,74814877.47,393.44,Not flagged,0.00,Excluded: roas_below_one.,/464
AD-0466,Instagram,F 35-44,Doctor Trust,Paused,2025-08-18,88,94298.82,285898.13,3.03,Not flagged,0.00,Excluded: roas_below_one.,/465
AD-0467,Instagram,M 18-24,Before/After,Completed,2025-02-03,3,75760.32,4422663.62,58.38,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/466
AD-0468,Meta,M 25-34,Product Demo,Active,2025-04-17,61,98298.98,5405698.22,54.99,Not flagged,0.00,Excluded: roas_below_one.,/467
AD-0469,Meta,M 18-24,Infographic,Active,2025-11-12,42,152532.37,15063186.17,98.75,Not flagged,0.00,Excluded: roas_below_one.,/468
AD-0470,Meta,F 25-34,Doctor Trust,Active,2025-11-27,12,18421.03,2394664.25,130,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/469
AD-0471,Instagram,M 35-44,Before/After,Active,2025-01-15,42,139582.95,7334656.47,52.55,Not flagged,0.00,Excluded: roas_below_one.,/470
AD-0472,YouTube,M 35-44,Lifestyle,Paused,2025-08-06,69,19574.92,1510160.54,77.15,Not flagged,0.00,Excluded: roas_below_one.,/471
AD-0473,YouTube,F 35-44,Lifestyle,Active,2025-03-21,28,147422.36,6454555.62,43.78,Not flagged,0.00,Excluded: roas_below_one.,/472
AD-0474,Google,F 25-34,Product Demo,Completed,2025-11-19,16,126635.8,14242751.73,112.47,Not flagged,0.00,Excluded: roas_below_one.,/473
AD-0475,Google,M 25-34,Before/After,Completed,2025-07-06,6,133189.22,7661410.08,57.52,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/474
AD-0476,Meta,M 35-44,Before/After,Paused,2025-10-09,85,100948.32,5013337.14,49.66,Not flagged,0.00,Excluded: roas_below_one.,/475
AD-0477,Instagram,F 18-24,Lifestyle,Completed,2025-01-11,9,56613.52,7231086.76,127.73,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/476
AD-0478,YouTube,M 35-44,Doctor Trust,Paused,2025-02-24,71,178369.12,42509971.4,238.33,Not flagged,0.00,Excluded: roas_below_one.,/477
AD-0479,Instagram,M 25-34,Product Demo,Completed,2025-10-27,70,44918.74,1602267.34,35.67,Not flagged,0.00,Excluded: roas_below_one.,/478
AD-0480,Meta,M 25-34,Infographic,Completed,2025-11-23,39,33651.11,2082729.67,61.89,Not flagged,0.00,Excluded: roas_below_one.,/479
AD-0481,YouTube,M 35-44,Before/After,Completed,2025-06-21,19,151451.73,1747460.81,11.54,Not flagged,0.00,Excluded: roas_below_one.,/480
AD-0482,Meta,M 25-34,UGC Style,Completed,2025-08-07,85,138936.04,2420472.01,17.42,Not flagged,0.00,Excluded: roas_below_one.,/481
AD-0483,Google,F 18-24,Testimonial,Paused,2025-05-22,81,46188.82,1058173.98,22.91,Not flagged,0.00,Excluded: roas_below_one.,/482
AD-0484,Instagram,M 18-24,Product Demo,Completed,2025-04-25,86,4297.1,136700.91,31.81,Not flagged,0.00,"Excluded: roas_below_one, spend_above_5000.",/483
AD-0485,Google,M 25-34,Lifestyle,Paused,2025-05-06,71,139571.48,3638541.25,26.07,Not flagged,0.00,Excluded: roas_below_one.,/484
AD-0486,YouTube,M 18-24,Infographic,Active,2025-09-14,34,106024.6,8484983.18,80.03,Not flagged,0.00,Excluded: roas_below_one.,/485
AD-0487,Google,F 18-24,Lifestyle,Completed,2025-11-04,31,53707.07,1905506.97,35.48,Not flagged,0.00,Excluded: roas_below_one.,/486
AD-0488,Meta,M 35-44,Lifestyle,Completed,2025-05-22,83,83420.68,22680868.29,271.89,Not flagged,0.00,Excluded: roas_below_one.,/487
AD-0489,Meta,M 25-34,UGC Style,Completed,2025-01-21,12,42656.71,1376123.87,32.26,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/488
AD-0490,Google,M 25-34,Doctor Trust,Completed,2025-06-18,6,59955.75,10074322.28,168.03,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/489
AD-0491,Instagram,F 25-34,Doctor Trust,Completed,2025-04-09,17,184734,11569759.83,62.63,Not flagged,0.00,Excluded: roas_below_one.,/490
AD-0492,YouTube,F 35-44,Testimonial,Active,2025-06-02,39,175694.2,2441826.98,13.9,Not flagged,0.00,Excluded: roas_below_one.,/491
AD-0493,YouTube,F 35-44,Testimonial,Paused,2025-08-05,73,145191.22,417410.57,2.87,Not flagged,0.00,Excluded: roas_below_one.,/492
AD-0494,Meta,F 25-34,Celebrity Endorsement,Active,2025-07-04,36,166332.21,53210641.14,319.91,Not flagged,0.00,Excluded: roas_below_one.,/493
AD-0495,Google,M 25-34,Celebrity Endorsement,Completed,2025-10-10,11,12746.22,739026.52,57.98,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/494
AD-0496,Instagram,M 25-34,Celebrity Endorsement,Paused,2025-09-04,20,69030.13,752951.36,10.91,Not flagged,0.00,Excluded: roas_below_one.,/495
AD-0497,Google,F 18-24,Celebrity Endorsement,Active,2025-03-25,85,161982.45,19177715.39,118.39,Not flagged,0.00,Excluded: roas_below_one.,/496
AD-0498,Google,F 18-24,Infographic,Completed,2025-05-13,29,18590.1,927135.22,49.87,Not flagged,0.00,Excluded: roas_below_one.,/497
AD-0499,Meta,M 35-44,Lifestyle,Active,2025-08-13,88,105215.18,5821834.35,55.33,Not flagged,0.00,Excluded: roas_below_one.,/498
AD-0500,Meta,M 18-24,Doctor Trust,Completed,2025-04-10,34,83491.59,3842764.6,46.03,Not flagged,0.00,Excluded: roas_below_one.,/499
AD-0501,Instagram,F 18-24,Testimonial,Completed,2025-01-02,14,93660.98,172813.59,1.85,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/500
AD-0502,YouTube,F 18-24,Before/After,Active,2025-09-08,79,189295.75,13181459.56,69.63,Not flagged,0.00,Excluded: roas_below_one.,/501
AD-0503,Instagram,M 25-34,Doctor Trust,Completed,2025-09-26,50,186088.55,12215910.27,65.65,Not flagged,0.00,Excluded: roas_below_one.,/502
AD-0504,Google,F 25-34,Before/After,Paused,2025-03-26,34,29230.86,903598.52,30.91,Not flagged,0.00,Excluded: roas_below_one.,/503
AD-0505,Google,M 35-44,Doctor Trust,Completed,2025-07-25,73,135777.29,34735804.17,255.83,Not flagged,0.00,Excluded: roas_below_one.,/504
AD-0506,YouTube,F 35-44,UGC Style,Active,2025-08-03,21,199053.93,15180479.08,76.26,Not flagged,0.00,Excluded: roas_below_one.,/505
AD-0507,YouTube,F 25-34,Lifestyle,Active,2025-05-02,36,183787,10877546.23,59.19,Not flagged,0.00,Excluded: roas_below_one.,/506
AD-0508,YouTube,F 18-24,Before/After,Paused,2025-03-03,30,163099.71,3024513.41,18.54,Not flagged,0.00,Excluded: roas_below_one.,/507
AD-0509,Meta,F 35-44,Infographic,Completed,2025-04-03,62,55015.02,19480978.67,354.1,Not flagged,0.00,Excluded: roas_below_one.,/508
AD-0510,Google,M 35-44,Infographic,Paused,2025-05-02,54,166706.98,13996447.19,83.96,Not flagged,0.00,Excluded: roas_below_one.,/509
AD-0511,Google,F 25-34,UGC Style,Completed,2025-10-15,13,19700.74,351274.17,17.83,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/510
AD-0512,Google,F 18-24,Celebrity Endorsement,Active,2025-11-12,20,157907.2,17037841.65,107.9,Not flagged,0.00,Excluded: roas_below_one.,/511
AD-0513,Instagram,F 18-24,Before/After,Active,2025-10-07,34,160351.52,9563385.01,59.64,Not flagged,0.00,Excluded: roas_below_one.,/512
AD-0514,Instagram,M 25-34,UGC Style,Paused,2025-03-06,39,70207.13,10076716.35,143.53,Not flagged,0.00,Excluded: roas_below_one.,/513
AD-0515,Instagram,F 25-34,Doctor Trust,Completed,2025-07-15,68,31913.36,1100581.55,34.49,Not flagged,0.00,Excluded: roas_below_one.,/514
AD-0516,Meta,M 18-24,Product Demo,Completed,2025-04-11,76,28695.25,2489096.51,86.74,Not flagged,0.00,Excluded: roas_below_one.,/515
AD-0517,Google,M 18-24,Lifestyle,Active,2025-05-28,23,29976.27,1820738.98,60.74,Not flagged,0.00,Excluded: roas_below_one.,/516
AD-0518,YouTube,M 35-44,Infographic,Active,2025-06-02,58,62596.21,701243.39,11.2,Not flagged,0.00,Excluded: roas_below_one.,/517
AD-0519,Instagram,F 25-34,Doctor Trust,Paused,2025-03-19,24,91968.94,1129231.33,12.28,Not flagged,0.00,Excluded: roas_below_one.,/518
AD-0520,Instagram,M 35-44,Testimonial,Active,2025-02-10,28,2081.86,71900.68,34.54,Not flagged,0.00,"Excluded: roas_below_one, spend_above_5000.",/519
AD-0521,Google,M 18-24,Before/After,Paused,2025-03-20,23,39900.56,2430196.3,60.91,Not flagged,0.00,Excluded: roas_below_one.,/520
AD-0522,Instagram,M 18-24,Product Demo,Completed,2025-09-07,57,14455.16,1363550.28,94.33,Not flagged,0.00,Excluded: roas_below_one.,/521
AD-0523,Instagram,F 25-34,Before/After,Completed,2025-05-08,28,156538.84,16969249.83,108.4,Not flagged,0.00,Excluded: roas_below_one.,/522
AD-0524,YouTube,F 18-24,Celebrity Endorsement,Completed,2025-02-20,80,58266.61,11421291.24,196.02,Not flagged,0.00,Excluded: roas_below_one.,/523
AD-0525,Google,M 25-34,Product Demo,Active,2025-04-27,9,27480.31,17264630.62,628.25,Not flagged,0.00,"Excluded: roas_below_one, running_over_14_days.",/524
AD-0526,Google,M 35-44,UGC Style,Paused,2025-03-10,47,26417.84,2852240.97,107.97,Not flagged,0.00,Excluded: roas_below_one.,/525
AD-0527,Meta,F 25-34,Before/After,Active,2025-03-20,83,104549.72,15037661.19,143.83,Not flagged,0.00,Excluded: roas_below_one.,/526
AD-0528,Google,F 25-34,Product Demo,Active,2025-07-10,59,118674.62,3857.19,0.03,Wasted spend,118674.62,All three strict thresholds pass; full spend counts once in Google.,/527
AD-0529,Meta,F 35-44,Testimonial,Paused,2025-11-11,22,62325.1,2290597.88,36.75,Not flagged,0.00,Excluded: roas_below_one.,/528
AD-0530,Google,M 18-24,Before/After,Active,2025-07-24,35,180699.66,1674626.99,9.27,Not flagged,0.00,Excluded: roas_below_one.,/529
AD-0531,Meta,M 35-44,UGC Style,Completed,2025-01-12,63,39063.12,13104313.73,335.47,Not flagged,0.00,Excluded: roas_below_one.,/530
AD-0532,Google,F 25-34,Doctor Trust,Completed,2025-01-22,19,26861.83,1956698.7,72.84,Not flagged,0.00,Excluded: roas_below_one.,/531
